time,latitude,longitude,pitch,yaw,roll,altitude,heading,gvelocity,vvelocity,fvelocity,xaccel,yaccel,zaccel,aoa,gratio,temperature,distance
(yyyy-MM-ddTHH:mm:ssZ),(deg),(deg),(deg),(deg),(deg),(m),(deg),(km/hr),(km/hr),(km/hr),(m/s2),(m/s2),(m/s2),(deg),(ratio),(celsius),(km)
2017-04-13T15:08:18Z,51.057772,-114.12736,177,13.25,71.69,1100.38,-86.23,1.32,1125,1125,2.3,6480,1620,0,0,15,0.007725
2017-04-13T15:08:19Z,51.057773,-114.12736,177,13.25,71.69,1100.5,-86.51,0.59,-450,450,-2.63,-5670,-2430,0,0,14.94,0.007888889
2017-04-13T15:08:20Z,51.057773,-114.127358,177,13.25,71.69,1100.12,-86.22,0.34,1350,1350,-0.9,6480,3240,0,0,14.94,0.007983333
2017-04-13T15:08:21Z,51.057772,-114.127358,177,13.25,71.69,1100.31,-85.97,0.59,-675,675,0.9,-7290,-2430,0,0,14.94,0.008147222
2017-04-13T15:08:22Z,51.05777,-114.127358,177,13.25,71.69,1099.56,-86.24,0.68,2700,2700,0.33,12150,7290,0,0,14.88,0.008336111
2017-04-13T15:08:24Z,51.057768,-114.127358,177,13.25,71.69,1099.38,-85.85,0.68,675,675,0,-7290,-7290,0,0,14.88,0.008525
2017-04-13T15:08:25Z,51.057768,-114.127357,177,13.25,71.69,1099.94,-86.49,0.48,-2025,2025,-0.72,-9720,4860,0,0,14.81,0.008658333
2017-04-13T15:08:26Z,51.057767,-114.127357,177,13.25,71.69,1099.56,-86.78,0.59,1350,1350,0.39,12150,-2430,0,0,14.81,0.008822222
2017-04-13T15:08:27Z,51.057767,-114.127355,177,13.25,71.69,1099.31,-86.14,0.34,900,900,-0.9,-1620,-1620,0,0,14.81,0.008916667
2017-04-13T15:08:28Z,51.057767,-114.127353,177,13.25,71.69,1099.56,-86.37,0.34,-900,900,0,-6480,0,0,0,14.75,0.009011111
2017-04-13T15:08:29Z,51.057765,-114.127352,177.31,13.31,71.62,1099.5,-83.55,0.68,225,225,1.23,4050,-2430,0,0,14.75,0.0092
2017-04-13T15:08:30Z,51.057763,-114.12735,175,11.56,66.5,1099.44,-84.41,0.76,225,225,0.29,0,0,0,0,14.75,0.009411111
2017-04-13T15:08:32Z,51.057762,-114.127325,173.62,8.69,62.12,1099.75,-84.69,6.32,-1125,1125.02,20,-4860,3240.06,0,-0.01,14.69,0.011166667
2017-04-13T15:08:33Z,51.057763,-114.127278,173.44,7.5,62.62,1100.38,-84.86,11.76,-2250,2250.03,19.58,-4050,4050.05,0,-0.01,14.69,0.014433333
2017-04-13T15:08:34Z,51.057763,-114.12721,173.25,7.12,63.19,1100.31,-84.9,17.19,225,225.66,19.56,8910,-7287.75,0,0.08,14.62,0.019208333
2017-04-13T15:08:35Z,51.057767,-114.127122,172.81,7.19,63.5,1100.06,-84.8,22.26,900,900.28,18.24,2430,2428.63,0,0.02,14.62,0.025391667
2017-04-13T15:08:36Z,51.05777,-114.127015,173.5,7.94,64.56,1100.5,-84.61,26.87,-1575,1575.23,16.59,-8910,2429.83,0,-0.02,14.62,0.032855556
2017-04-13T15:08:37Z,51.057772,-114.126892,171.69,7.25,65.62,1100.75,-85.49,31.04,-900,900.54,15.01,2430,-2428.9,0,-0.03,14.56,0.041477778
2017-04-13T15:08:38Z,51.057775,-114.126758,171,7.06,66.31,1100.69,-84.5,33.57,225,227.49,9.12,4050,-2422.96,0,0.15,14.56,0.050802778
2017-04-13T15:08:40Z,51.057783,-114.126473,169.12,7.44,70,1101.12,-85.45,71.78,-1575,1576.63,137.55,-6480,4856.92,0,-0.05,14.5,0.070741667
2017-04-13T15:08:41Z,51.057787,-114.126328,169.62,7.81,70.81,1100.69,-84.32,36.5,1575,1575.42,-126.99,11340,-4.36,0,0.02,14.5,0.080880556
2017-04-13T15:08:42Z,51.057788,-114.126183,170.75,8.31,71.38,1101.12,-85.63,36.49,-1575,1575.42,-0.07,-11340,0,0,-0.02,14.44,0.091016667
2017-04-13T15:08:43Z,51.05779,-114.126042,169.69,8.69,72.94,1100.62,-85.03,35.65,1800,1800.35,-3.02,12150,809.75,0,0.02,14.44,0.100919444
2017-04-13T15:08:44Z,51.057792,-114.125905,165.38,8.75,75.12,1100.5,-88.58,34.39,450,451.31,-4.52,-4860,-4856.55,0,0.08,14.44,0.110472222
2017-04-13T15:08:45Z,51.05779,-114.125778,165.69,11.19,78.31,1100.56,-90,31.88,-225,227.25,-9.05,-2430,-806.64,0,-0.14,14.44,0.119327778
2017-04-13T15:08:46Z,51.057787,-114.12567,151.75,12.56,77.25,1099.88,-86.63,27.29,2475,2475.15,-16.52,9720,8092.45,0,0.01,14.38,0.126908333
2017-04-13T15:08:48Z,51.057767,-114.125522,137.44,27.5,70,1100.31,-68.75,38.17,-1575,1575.46,39.17,-14580,-3238.88,0,-0.02,14.38,0.137511111
2017-04-13T15:08:49Z,51.057728,-114.125462,144.88,55.31,63.81,1100.44,-31.35,21.52,-450,450.51,-59.92,4050,-4049.81,0,-0.05,14.38,0.143488889
2017-04-13T15:08:50Z,51.057668,-114.125427,154.81,80.06,62.31,1100.94,-21.73,25.58,-1800,1800.18,14.6,-4860,4858.8,0,-0.01,14.31,0.150594444
2017-04-13T15:08:51Z,51.057592,-114.125407,158.56,86.44,63.5,1100.69,-23.54,31.1,900,900.54,19.86,9720,-3238.72,0,0.03,14.31,0.159233333
2017-04-13T15:08:52Z,51.057505,-114.125392,158.88,89.94,65.44,1100.94,-19.63,34.9,-900,900.68,13.67,-6480,0.5,0,-0.04,14.31,0.168927778
2017-04-13T15:08:53Z,51.057408,-114.125388,159.88,93.75,67.12,1100.94,-22.6,38.7,0,38.7,13.71,3240,-3103.1,0,0,14.31,0.179677778
2017-04-13T15:08:54Z,51.057298,-114.125382,163.25,96.56,68.81,1102,-22.6,44.06,-3825,3825.25,19.29,-13770,13631.58,0,-0.01,14.25,0.191916667
2017-04-13T15:08:55Z,51.057185,-114.125385,169.19,99.56,70.38,1102.5,-24.5,45.37,-1800,1800.57,4.71,7290,-7288.86,0,-0.03,14.25,0.204519444
2017-04-13T15:08:57Z,51.056975,-114.125403,174.38,101.88,71.19,1102.38,-30.5,84.19,450,457.81,139.73,8100,-4833.95,0,0.19,14.25,0.227905556
2017-04-13T15:08:58Z,51.056873,-114.125408,175.25,102,72.88,1102.81,-34.8,40.72,-1575,1575.53,-156.49,-7290,4023.79,0,-0.03,14.19,0.239216667
2017-04-13T15:08:59Z,51.05677,-114.125408,174.25,101.25,73,1103,-27.43,41.36,-675,676.27,2.33,3240,-3237.34,0,-0.06,14.19,0.250705556
2017-04-13T15:09:00Z,51.05667,-114.125412,173.44,100.81,72.31,1102.81,-30.93,40.04,675,676.19,-4.77,4860,-0.29,0,0.06,14.12,0.261827778
2017-04-13T15:09:01Z,51.056567,-114.125415,174.75,101.19,71.81,1103.19,-35.01,41.37,-1350,1350.63,4.8,-7290,2428.01,0,-0.03,14.12,0.273319444
2017-04-13T15:09:02Z,51.05646,-114.125418,174.25,101,72.69,1102.56,-33.28,42.7,2250,2250.41,4.8,12960,3239.18,0,0.02,14.12,0.285180556
2017-04-13T15:09:03Z,51.056355,-114.12542,179,103,81.56,1102.5,-40.14,42.03,225,228.89,-2.42,-7290,-7277.45,0,0.19,14.06,0.296855556
2017-04-13T15:09:05Z,51.056177,-114.125423,-179.25,104,86.81,1101.94,-32.47,71.39,2025,2026.26,105.69,6480,6470.52,0,0.04,14.06,0.316686111
2017-04-13T15:09:06Z,51.056118,-114.125425,-178.88,104.44,87.62,1101,-39.77,23.35,3375,3375.08,-172.93,4860,4855.76,0,0.01,14.06,0.323172222
2017-04-13T15:09:07Z,51.05608,-114.125427,157.5,100,75.56,1101.69,-35.48,15.35,-2475,2475.05,-28.82,-21060,-3240.12,0,-0.01,14,0.327436111
2017-04-13T15:09:08Z,51.056047,-114.125433,146.38,109.44,63.19,1101.81,-40.06,13.45,-450,450.2,-6.85,7290,-7289.45,0,-0.03,14,0.331172222
2017-04-13T15:09:09Z,51.056013,-114.125468,142.94,139.06,59.75,1101.75,-42.97,15.99,225,225.57,9.14,2430,-808.68,0,0.07,14,0.335613889
2017-04-13T15:09:10Z,51.055987,-114.125542,148.25,163.44,59.25,1102.44,-76.9,21.32,-2475,2475.09,19.2,-9720,8098.29,0,-0.01,13.94,0.341536111
2017-04-13T15:09:11Z,51.055978,-114.125653,156.19,174.31,61.44,1102.44,-74.9,28.3,0,28.3,25.11,8910,-8808.47,0,0,13.94,0.349397222
2017-04-13T15:09:13Z,51.055973,-114.125933,158.62,177.5,63.69,1103,-74.13,70.48,-2025,2026.23,151.85,-7290,7192.55,0,-0.03,13.94,0.368975
2017-04-13T15:09:14Z,51.055975,-114.126088,164.62,184.12,70.12,1102.06,-77.48,39,3375,3375.23,-113.3,19440,4856.4,0,0.01,13.94,0.379808333
2017-04-13T15:09:15Z,51.055975,-114.126242,166.5,185.19,69.94,1102.94,-75.81,38.58,-3150,3150.24,-1.53,-23490,-809.96,0,-0.01,13.88,0.390525
2017-04-13T15:09:16Z,51.055975,-114.126395,167.69,186.38,71.75,1103.06,-76.35,38.58,-450,451.65,0,9720,-9714.91,0,-0.09,13.81,0.401241667
2017-04-13T15:09:17Z,51.055978,-114.126545,168.5,187.75,72.19,1102.88,-77,37.76,675,676.06,-2.94,4050,807.86,0,0.06,13.81,0.411730556
2017-04-13T15:09:18Z,51.05598,-114.126697,170.44,188.81,73,1103.06,-78.37,38.17,-675,676.08,1.45,-4860,0.08,0,-0.06,13.81,0.422333333
2017-04-13T15:09:19Z,51.055983,-114.12685,172.19,189.12,73.06,1102.88,-74.97,38.6,675,676.1,1.57,4860,0.09,0,0.06,13.81,0.433055556
2017-04-13T15:09:21Z,51.055985,-114.127152,172.88,189.19,73.5,1102.75,-77.24,75.9,450,456.36,134.28,-810,-791.09,0,0.17,13.75,0.454138889
