time,latitude,longitude,pitch,yaw,roll,altitude,heading,gvelocity,vvelocity,fvelocity,xaccel,yaccel,zaccel,aoa,gratio,temperature,distance
2017-04-13T15:15:44Z,51.057357,-114.127832,-165.56,297.94,73.25,1101.25,-22.88,74.76,-2475,2476.13,153.85,-810,813.24,0,-0.03,19.62,0.070855556
2017-04-13T15:15:45Z,51.057252,-114.127835,-166.12,296.38,77.69,1101.88,-23.48,42.04,-2250,2250.39,-117.8,810,-812.65,0,-0.02,19.56,0.082533333
2017-04-13T15:15:46Z,51.057145,-114.127843,-169,295.31,79.88,1101.69,-24.06,42.75,675,676.35,2.55,10530,-5666.55,0,0.06,19.56,0.094408333
2017-04-13T15:15:47Z,51.057045,-114.12785,-165.19,295.94,79.19,1102,-22.09,40.06,-1125,1125.71,-9.67,-6480,1617.7,0,-0.04,19.56,0.105536111
2017-04-13T15:15:48Z,51.056942,-114.127852,-165.25,294.69,78.88,1103.12,-21.61,41.36,-4050,4050.21,4.69,-10530,10528.19,0,-0.01,19.44,0.117025
2017-04-13T15:15:49Z,51.056837,-114.127852,-166.06,294.81,78.88,1103.62,-21.1,42.03,-1800,1800.49,2.39,8100,-8098.99,0,-0.02,19.38,0.1287
2017-04-13T15:15:50Z,51.05673,-114.127848,-168.25,294.62,80,1103.5,-22.22,42.7,450,452.02,2.43,8100,-4854.49,0,0.09,19.38,0.140561111
2017-04-13T15:15:52Z,51.056518,-114.127852,-170.12,293.94,82.19,1103.94,-22.33,84.73,-1575,1577.28,151.3,-7290,4050.92,0,-0.05,19.31,0.164097222
2017-04-13T15:15:53Z,51.056418,-114.127853,-179.81,293.06,83.69,1103.88,-22.88,40.03,225,228.53,-160.92,6480,-4855.48,0,0.18,19.25,0.175216667
2017-04-13T15:15:54Z,51.056322,-114.127857,178.5,291.5,87.94,1104.06,-23.51,38.7,-675,676.11,-4.78,-3240,1611.27,0,-0.06,19.25,0.185966667
2017-04-13T15:15:55Z,51.056233,-114.127858,1.81,291.25,86.75,1103.12,-24.05,35.36,3375,3375.19,-12.03,14580,9716.68,0,0.01,19.19,0.195788889
2017-04-13T15:15:56Z,51.056158,-114.127862,-7.31,291.62,81.38,1103.06,-26.61,30.03,225,227,-19.18,-11340,-11333.48,0,0.13,19.12,0.204130556
2017-04-13T15:15:57Z,51.056105,-114.127862,-89.56,282.62,76.5,1103.19,-14.56,21.35,-450,450.51,-31.27,-2430,804.64,0,-0.05,19.06,0.210061111
2017-04-13T15:15:58Z,51.056063,-114.127845,-119,256.94,69.31,1103.56,-2.17,17.2,-1350,1350.11,-14.94,-3240,3238.57,0,-0.01,19.06,0.214838889
2017-04-13T15:16:00Z,51.056005,-114.127702,-124.88,231.94,70.62,1103.56,2.38,42.96,0,42.96,92.75,4860,-4705.74,0,0,19,0.226772222
2017-04-13T15:16:01Z,51.055998,-114.127583,-146.94,213.56,73.75,1104.12,6.97,29.89,-2025,2025.22,-47.05,-7290,7136.14,0,-0.01,18.94,0.235075
2017-04-13T15:16:02Z,51.055997,-114.127443,-154.12,209.19,75.31,1104.62,6.97,35.23,-1800,1800.34,19.22,810,-809.55,0,-0.02,18.88,0.244861111
2017-04-13T15:16:03Z,51.056,-114.127285,-155.56,208.56,75,1104.44,5.64,39.86,675,676.18,16.66,8910,-4047.01,0,0.06,18.88,0.255933333
2017-04-13T15:16:04Z,51.055998,-114.127125,-162.88,205.06,79.06,1104.75,5.77,40.26,-1125,1125.72,1.45,-6480,1618.36,0,-0.04,18.81,0.267116667
2017-04-13T15:16:05Z,51.056,-114.126955,-167.31,203.88,80.19,1104.75,6.14,42.78,0,42.78,9.06,4050,-3898.59,0,0,18.81,0.279
2017-04-13T15:16:06Z,51.056002,-114.126778,-172,203.12,81.12,1104.75,5.66,44.46,0,44.46,6.04,0,6.04,0,0,18.75,0.29135
2017-04-13T15:16:08Z,51.056002,-114.126417,-179.5,202.25,84.62,1104.44,5.58,91,1125,1128.67,167.54,4050,3903.18,0,0.08,18.69,0.316627778
2017-04-13T15:16:09Z,51.056,-114.126242,-179.25,202.38,84.44,1104.38,8.7,44.04,225,229.27,-169.05,-3240,-3237.86,0,0.2,18.62,0.328861111
2017-04-13T15:16:10Z,51.055998,-114.126073,-179.81,201.75,87.31,1103.69,9.44,42.36,2475,2475.36,-6.03,8100,8085.94,0,0.02,18.62,0.340627778
2017-04-13T15:16:11Z,51.055997,-114.12592,179.12,201.56,88.12,1103.44,7.06,38.58,900,900.83,-13.6,-5670,-5668.33,0,0.04,18.56,0.351344444
2017-04-13T15:16:12Z,51.055997,-114.125783,2.75,200,85.25,1102.56,7.75,34.38,3150,3150.19,-15.11,8100,8097.7,0,0.01,18.56,0.360894444
2017-04-13T15:16:13Z,51.055995,-114.125677,1.38,201.38,86.25,1102.06,7.24,26.84,1800,1800.2,-27.15,-4860,-4859.96,0,0.01,18.5,0.36835
2017-04-13T15:16:14Z,51.055992,-114.125603,-178.19,202.94,87.94,1102.38,5.24,18.5,-1125,1125.15,-30.04,-10530,-2430.17,0,-0.02,18.44,0.373488889
2017-04-13T15:16:16Z,51.055995,-114.125517,-136.69,201.5,74.69,1102.38,2.76,21.85,0,21.85,12.05,4050,-3971.9,0,0,18.44,0.379558333
2017-04-13T15:16:17Z,51.056015,-114.125467,-140.44,171.44,70.31,1102.31,-1.99,14.91,225,225.49,-24.96,810,733.13,0,0.07,18.38,0.3837
2017-04-13T15:16:18Z,51.056055,-114.125423,-127.81,145.88,70.56,1102.56,-11.73,19.37,-900,900.21,16.06,-4050,2428.97,0,-0.02,18.38,0.389080556
2017-04-13T15:16:19Z,51.056113,-114.125398,-141.25,130.5,73.94,1102.5,-14.51,24.18,225,226.3,17.3,4050,-2426.09,0,0.11,18.31,0.395797222
2017-04-13T15:16:20Z,51.056185,-114.125387,-150.44,124.88,75.38,1103.12,-14.99,28.84,-2250,2250.18,16.77,-8910,7286,0,-0.01,18.25,0.403808333
2017-04-13T15:16:21Z,51.05627,-114.12538,-152,123.62,76.12,1103.38,-18.29,34.07,-900,900.64,18.82,4860,-4858.35,0,-0.04,18.25,0.413272222
2017-04-13T15:16:22Z,51.056365,-114.125373,-149.94,122.69,76.5,1103.12,-18.75,38.06,900,900.8,14.39,6480,0.58,0,0.04,18.19,0.423844444
2017-04-13T15:16:24Z,51.056577,-114.125367,-177.12,118.12,84.88,1103.31,-18.92,84.74,-675,680.3,168.05,-5670,-793.82,0,-0.13,18.19,0.447383333
2017-04-13T15:16:25Z,51.056672,-114.125362,0.94,115.75,85.62,1102.75,-16.07,38.05,2025,2025.36,-168.11,9720,4842.21,0,0.02,18.12,0.457952778
2017-04-13T15:16:26Z,51.05675,-114.125352,70.81,117.81,81.94,1102.31,-90.05,31.46,1575,1575.31,-23.72,-1620,-1620.16,0,0.02,18.12,0.466691667
2017-04-13T15:16:27Z,51.056807,-114.125327,123.75,137.62,75.88,1102.19,-86.72,23.54,450,450.62,-28.51,-4050,-4048.92,0,0.05,18.06,0.473230556
2017-04-13T15:16:28Z,51.05685,-114.125272,148.25,167.94,71.06,1103.06,-48.5,22.19,-3150,3150.08,-4.86,-12960,9718.07,0,-0.01,18,0.479394444
2017-04-13T15:16:29Z,51.05688,-114.12518,160.12,191.5,69.44,1102.94,34.25,26,450,450.75,13.73,12960,-9717.58,0,0.06,18,0.486616667
2017-04-13T15:16:30Z,51.056892,-114.12506,173.19,201.69,71.69,1102.94,47.29,30.55,0,30.55,16.38,-1620,-1512.72,0,0,18,0.495102778
2017-04-13T15:16:31Z,51.056895,-114.124917,178.81,204.75,72.38,1103.06,14.52,36.09,-450,451.44,19.93,-1620,1515.21,0,-0.08,17.94,0.505127778
2017-04-13T15:16:33Z,51.0569,-114.124577,-179.56,205.44,73.5,1103.19,20.43,85.57,-450,458.06,178.13,0,23.83,0,-0.19,17.88,0.528897222
2017-04-13T15:16:34Z,51.056902,-114.124385,-176.31,206.94,76.62,1102.69,23.08,48.23,1800,1800.65,-134.42,8100,4833.3,0,0.03,17.88,0.542294444
2017-04-13T15:16:35Z,51.056903,-114.124188,-174.62,207.69,78.88,1102.88,30.26,49.48,-675,676.81,4.53,-8910,-4045.8,0,-0.07,17.88,0.556038889
2017-04-13T15:16:36Z,51.0569,-114.12399,-173.62,207.69,80.12,1102.69,25.74,49.92,675,676.84,1.56,4860,0.11,0,0.07,17.81,0.569905556
2017-04-13T15:16:37Z,51.0569,-114.123793,-176.38,207.25,81.62,1102.25,33.29,49.48,1575,1575.78,-1.57,3240,3236.16,0,0.03,17.81,0.58365
2017-04-13T15:16:38Z,51.0569,-114.123603,-172.44,207.38,81.56,1102.75,33.29,47.8,-1800,1800.63,-6.04,-12150,809.49,0,-0.03,17.75,0.596927778
2017-04-13T15:16:39Z,51.0569,-114.123422,-168.75,208.25,82.12,1102.25,17.1,45.71,1800,1800.58,-7.54,12960,-0.2,0,0.03,17.69,0.609625
2017-04-13T15:16:41Z,51.056902,-114.123065,-175.38,207.69,81.75,1102.38,36.66,89.74,-450,458.86,158.51,-8100,-4830.19,0,-0.2,17.69,0.634552778
2017-04-13T15:16:42Z,51.0569,-114.122888,178.12,206.69,82,1102.31,49.09,44.45,225,229.35,-163.03,2430,-826.24,0,0.2,17.69,0.6469
2017-04-13T15:16:43Z,51.0569,-114.122715,-178.06,207.75,81.88,1101.94,41.63,43.61,1350,1350.7,-3.04,4050,4036.88,0,0.03,17.62,0.659013889
2017-04-13T15:16:44Z,51.056898,-114.12254,179.75,209.12,81.38,1101.75,55.92,44.03,675,676.43,1.53,-2430,-2427.37,0,0.07,17.62,0.671244444
2017-04-13T15:16:45Z,51.056893,-114.122362,-145.06,211.62,80.56,1102.06,39.23,44.91,-1125,1125.9,3.16,-6480,1618.06,0,-0.04,17.56,0.683719444
2017-04-13T15:16:46Z,51.056893,-114.122178,-148.06,207.44,81.25,1102.06,45.44,46.12,0,46.12,4.37,4050,-3887.18,0,0,17.5,0.696530556
2017-04-13T15:16:47Z,51.056902,-114.121988,-165.44,207.25,82.19,1101.44,43.53,47.92,2250,2250.51,6.46,8100,7935.79,0,0.02,17.5,0.709841667
2017-04-13T15:16:49Z,51.056912,-114.121608,-167.06,209.75,82.56,1101.5,37.57,95.69,-225,244.5,171.98,-8910,-7221.63,0,-0.43,17.44,0.736422222
2017-04-13T15:16:50Z,51.056908,-114.121423,-178.31,209.94,83.19,1101.69,68.2,46.56,-675,676.6,-176.86,-1620,1555.56,0,-0.07,17.44,0.749355556
2017-04-13T15:16:51Z,51.056907,-114.121238,-179.12,209,83.12,1101,73.39,46.55,2475,2475.44,-0.05,11340,6475.8,0,0.02,17.44,0.762286111
2017-04-13T15:16:52Z,51.056905,-114.121053,-173.56,209.56,82.69,1101.25,76.76,46.55,-900,901.2,0,-12150,-5667.25,0,-0.05,17.38,0.775216667
2017-04-13T15:16:53Z,51.056902,-114.12087,-176.19,209.5,82.81,1101.25,80.87,46.15,0,46.15,-1.46,3240,-3078.21,0,0,17.31,0.788036111
2017-04-13T15:16:54Z,51.056898,-114.120683,-169.94,210.69,82.69,1101.12,57.53,46.98,450,452.45,3.02,1620,1462.68,0,0.1,17.31,0.801086111
2017-04-13T15:16:55Z,51.056893,-114.120502,-173.56,209.44,82.69,1101.69,60.55,45.75,-2025,2025.52,-4.44,-8910,5663.05,0,-0.02,17.25,0.813794444
2017-04-13T15:16:57Z,51.05689,-114.12014,-157.5,210.19,82,1101.62,85.1,91,225,242.71,162.91,8100,-6418.12,0,0.4,17.25,0.839072222
2017-04-13T15:16:58Z,51.056892,-114.119962,-158.81,208.44,81.94,1101.5,135,44.87,450,452.23,-166.07,810,754.29,0,0.1,17.19,0.851536111
2017-04-13T15:16:59Z,51.056893,-114.11978,-167.31,206.81,82.56,1101.75,113.5,45.71,-900,901.16,3.02,-4860,1616.14,0,-0.05,17.12,0.864233333
2017-04-13T15:17:00Z,51.056898,-114.119598,-144.62,207.69,82.75,1101.25,104.04,45.75,1800,1800.58,0.14,9720,3237.92,0,0.03,17.12,0.876941667
2017-04-13T15:17:01Z,51.056907,-114.119412,-111.56,205.12,80.88,1101.88,118.86,47.08,-2250,2250.49,4.8,-14580,1619.68,0,-0.02,17.06,0.890019444
2017-04-13T15:17:02Z,51.05693,-114.119232,-104.25,199.38,78.19,1101.62,154.09,46.24,900,901.19,-3.03,11340,-4857.5,0,0.05,17.06,0.902863889
2017-04-13T15:17:03Z,51.056962,-114.119065,-175.25,187.5,84.94,1101.44,159.97,43.81,675,676.42,-8.76,-810,-809.16,0,0.06,17,0.915033333
2017-04-13T15:17:05Z,51.057052,-114.118762,0.69,183.19,89.12,1100.62,154.51,84.39,2925,2926.22,146.11,8100,8099.27,0,0.03,17,0.938475
2017-04-13T15:17:06Z,51.057085,-114.11864,2.38,185.38,86.62,1100.88,163.65,33.39,-900,900.62,-183.6,-13770,-7292.15,0,-0.04,16.94,0.94775
2017-04-13T15:17:07Z,51.05711,-114.118542,4.06,187.31,85.81,1100.94,137.77,26.69,-225,226.58,-24.14,2430,-2426.55,0,-0.12,16.94,0.955163889
2017-04-13T15:17:08Z,51.057125,-114.118463,3.88,190.62,84.56,1100.38,135,20.6,2025,2025.1,-21.91,8100,6474.7,0,0.01,16.94,0.960886111
2017-04-13T15:17:09Z,51.057135,-114.118413,2.62,192.81,85.06,1100.25,130.5,13.2,450,450.19,-26.64,-5670,-5669.68,0,0.03,16.94,0.964552778
2017-04-13T15:17:10Z,51.057137,-114.118397,-178.81,196.62,85,1101.31,149.35,4.25,-3825,3825,-32.21,-15390,12149.31,0,0,16.81,0.965733333
2017-04-13T15:17:11Z,51.057137,-114.118393,-178.31,197.19,83.5,1100.88,152.04,0.84,1575,1575,-12.3,19440,-8100.01,0,0,16.81,0.965966667
2017-04-13T15:17:13Z,51.057135,-114.118393,-164.56,197.38,83.06,1101.25,149.35,0.68,-1350,1350,-0.55,-10530,-810,0,0,16.81,0.966155556
2017-04-13T15:17:14Z,51.057133,-114.118393,-164.56,197.38,83.06,1101,159.04,0.68,900,900,0,8100,-1620,0,0,16.81,0.966344444
2017-04-13T15:17:15Z,51.057133,-114.118392,-164.56,197.38,83.06,1101.19,155.42,0,-675,675,-2.46,-5670,-810,0,0,16.75,0.966344444
2017-04-13T15:17:16Z,51.057133,-114.118392,-164.56,197.38,83.06,1101.25,139.87,0,-225,225,0,1620,-1620,0,0,16.75,0.966344444
2017-04-13T15:17:17Z,51.057132,-114.118392,-164.56,197.38,83.06,1101.69,148.24,0.59,-1575,1575,2.13,-4860,4860,0,0,16.69,0.966508333
2017-04-13T15:17:18Z,51.057132,-114.118392,-164.56,197.38,83.06,1101.31,151.39,0,1350,1350,-2.13,10530,-810,0,0,16.69,0.966508333
2017-04-13T15:17:19Z,51.05713,-114.118393,-164.56,197.38,83.06,1101.31,150.5,0.84,0,0.84,3.01,-4860,-4856.99,0,0,16.62,0.966741667
2017-04-13T15:17:21Z,51.057127,-114.118393,-164.56,197.38,83.06,1101.31,148.47,1.37,0,1.37,1.91,0,1.91,0,0,16.62,0.967122222
2017-04-13T15:17:22Z,51.057125,-114.118393,-164.56,197.38,83.06,1101.19,148.44,0.68,450,450,-2.46,1620,1615.08,0,0,16.56,0.967311111
2017-04-13T15:17:23Z,51.057125,-114.118395,-164.56,197.38,83.06,1101.25,157.75,0.48,-225,225,-0.72,-2430,-810,0,0,16.5,0.967444444
2017-04-13T15:17:24Z,51.057125,-114.118395,-164.56,197.38,83.06,1101.12,144.61,0,450,450,-1.74,2430,810,0,0,16.5,0.967444444
2017-04-13T15:17:25Z,51.057125,-114.118397,-164.56,197.38,83.06,1100.69,149.35,0.48,1575,1575,1.74,4050,4050,0,0,16.5,0.967577778
2017-04-13T15:17:26Z,51.057123,-114.118397,-164.56,197.38,83.06,1100.69,-88.55,0.68,0,0.68,0.72,-5670,-5667.54,0,0,16.44,0.967766667
2017-04-13T15:17:27Z,51.057123,-114.118397,-164.56,197.38,83.06,1100.5,-88.9,0,675,675,-2.46,2430,2427.54,0,0,16.44,0.967766667
2017-04-13T15:17:29Z,51.057122,-114.118397,-164.56,197.38,83.06,1100.69,-88.7,0.59,-675,675,2.13,-4860,0,0,0,16.38,0.967930556
2017-04-13T15:17:30Z,51.057122,-114.118397,-164.56,197.38,83.06,1100.31,-88.7,0,1350,1350,-2.13,7290,2430,0,0,16.38,0.967930556
2017-04-13T15:17:31Z,51.057122,-114.118395,-164.56,197.38,83.06,1100.5,-89.12,0,-675,675,0,-7290,-2430,0,0,16.31,0.967930556
2017-04-13T15:17:32Z,51.057123,-114.118395,-164.56,197.38,83.06,1100.5,-88.89,0.59,0,0.59,2.13,2430,-2427.87,0,0,16.31,0.968094444
2017-04-13T15:17:33Z,51.057122,-114.118395,-164.56,197.38,83.06,1100.19,-88.54,0.59,1125,1125,0,4050,4047.87,0,0,16.31,0.968258333
2017-04-13T15:17:34Z,51.057122,-114.118395,-164.56,197.38,83.06,1099.88,-88.72,0,1125,1125,-2.13,0,0,0,0,16.31,0.968258333
2017-04-13T15:17:35Z,51.057123,-114.118395,-164.56,197.38,83.06,1100,-88.18,0.59,-450,450,2.13,-5670,-2430,0,0,16.25,0.968422222
2017-04-13T15:17:37Z,51.057123,-114.118395,-164.56,197.38,83.06,1100.12,-88.54,0,-450,450,-2.13,0,0,0,0,16.19,0.968422222
2017-04-13T15:17:38Z,51.057123,-114.118395,-164.56,197.38,83.06,1099.81,-88.9,0,1125,1125,0,5670,2430,0,0,16.19,0.968422222
2017-04-13T15:17:39Z,51.057123,-114.118395,-164.56,197.38,83.06,1100.25,-88.89,0,-1575,1575,0,-9720,1620,0,0,16.12,0.968422222
2017-04-13T15:17:40Z,51.057122,-114.118393,-164.56,197.38,83.06,1100.06,-88.71,0.68,675,675,2.46,8100,-3240,0,0,16.12,0.968611111
2017-04-13T15:17:41Z,51.057122,-114.118393,-164.56,197.38,83.06,1100,-88.9,0,225,225,-2.46,-1620,-1620,0,0,16.12,0.968611111
2017-04-13T15:17:42Z,51.057122,-114.118393,-164.56,197.38,83.06,1099.75,-88.71,0,900,900,0,2430,2430,0,0,16.06,0.968611111
2017-04-13T15:17:43Z,51.057122,-114.118392,-164.56,197.38,83.06,1100.25,-88.89,0,-1800,1800,0,-9720,3240,0,0,16.06,0.968611111
2017-04-13T15:17:44Z,51.057123,-114.118392,-164.56,197.38,83.06,1100.19,-88.2,0.59,225,225,2.13,7290,-5670,0,0,16,0.968775
2017-04-13T15:17:46Z,51.057122,-114.118392,-164.56,197.38,83.06,1100.25,-89.25,0.59,-225,225,0,-1620,0,0,0,16,0.968938889
2017-04-13T15:17:47Z,51.057122,-114.118388,-164,201.56,71.75,1100.25,-87.71,0.76,0,0.76,0.62,810,-807.25,0,0,16,0.96915
2017-04-13T15:17:48Z,51.057125,-114.118362,-162.38,206.88,68.12,1100.81,-85.9,6.84,-2025,2025.01,21.86,-7290,7287.29,0,0,15.94,0.97105
2017-04-13T15:17:49Z,51.057132,-114.118298,-162.75,209.06,67.81,1101.25,-85.49,16.16,-1575,1575.08,33.56,1620,-1619.74,0,-0.01,15.94,0.975538889
2017-04-13T15:17:50Z,51.05714,-114.118198,-161.94,210.25,69.81,1101.44,-86.36,25.38,-675,675.48,33.21,3240,-3238.58,0,-0.04,15.88,0.982588889
2017-04-13T15:17:51Z,51.057148,-114.118075,-162.75,210.81,72.69,1102.19,-87.75,31.21,-2700,2700.18,20.98,-7290,7288.93,0,-0.01,15.88,0.991258333
2017-04-13T15:17:52Z,51.057157,-114.117932,-158.81,212.75,75.12,1101.62,-90.06,36.22,2025,2025.32,18.02,17010,-2429.48,0,0.02,15.81,1.001319444
2017-04-13T15:17:54Z,51.05717,-114.117637,-156.56,213.94,76.31,1101,-86.09,74.41,2250,2251.23,137.51,810,813.26,0,0.03,15.88,1.021988889
2017-04-13T15:17:55Z,51.057173,-114.117492,-147.62,213.69,79.88,1101.75,-88.61,36.51,-2700,2700.25,-136.45,-17820,1616.46,0,-0.01,15.81,1.032130556
2017-04-13T15:17:56Z,51.057177,-114.117343,-147.81,213,80.06,1101.44,-86.79,37.34,1125,1125.62,3.01,13770,-5668.66,0,0.03,15.81,1.042502778
2017-04-13T15:17:57Z,51.05718,-114.117193,-148.44,212.62,80.06,1101.06,-87.41,37.76,1350,1350.53,1.51,810,809.67,0,0.03,15.75,1.052991667
2017-04-13T15:17:58Z,51.057183,-114.117042,-143,212.38,81.69,1101.69,-88.23,38.18,-2250,2250.32,1.51,-12960,3239.27,0,-0.02,15.75,1.063597222
2017-04-13T15:17:59Z,51.057187,-114.116898,-145.19,212,81.75,1102,-86.55,36.09,-1125,1125.58,-7.55,4050,-4049.08,0,-0.03,15.69,1.073622222
2017-04-13T15:18:00Z,51.05719,-114.116755,-145.81,211.75,81.56,1102.06,-88.5,36.09,-225,227.88,0,3240,-3231.73,0,-0.16,15.69,1.083647222
2017-04-13T15:18:01Z,51.057195,-114.116612,-147.81,211.44,81.75,1102.5,-87.97,36.12,-1575,1575.41,0.11,-4860,4851.14,0,-0.02,15.69,1.093680556
2017-04-13T15:18:03Z,51.057203,-114.116313,-154.31,210.88,81.31,1102.75,-87.84,75.13,-900,903.13,140.46,2430,-2420.22,0,-0.08,15.62,1.11455
2017-04-13T15:18:04Z,51.057207,-114.116153,-157.88,211.25,80.81,1102.69,-87.53,40.28,225,228.58,-125.48,4050,-2428.39,0,0.18,15.62,1.125738889
2017-04-13T15:18:05Z,51.057208,-114.115987,-160.94,211.12,80.56,1102.81,-87.36,41.94,-450,451.95,5.97,-2430,804.14,0,-0.09,15.62,1.137388889
2017-04-13T15:18:06Z,51.057208,-114.115813,-159.69,211.69,80.94,1103.31,-89.75,43.61,-1800,1800.53,6.02,-4860,4854.88,0,-0.02,15.56,1.149502778
2017-04-13T15:18:07Z,51.057208,-114.115633,-159.94,211.62,81.69,1103.69,-88.76,45.29,-1350,1350.76,6.04,1620,-1619.17,0,-0.03,15.5,1.162083333
2017-04-13T15:18:08Z,51.057205,-114.115453,-154.56,212.19,81.81,1103.75,-89.01,45.31,-225,229.52,0.07,4050,-4036.48,0,-0.2,15.5,1.174669444
2017-04-13T15:18:09Z,51.057202,-114.115272,-150.5,212.75,81.75,1103.56,-89.02,45.73,675,676.55,1.51,3240,1609.31,0,0.07,15.5,1.187372222
2017-04-13T15:18:11Z,51.0572,-114.114892,-149.44,212.62,81.88,1103.88,-88.49,95.61,-1125,1129.06,179.58,-6480,1629.03,0,-0.08,15.44,1.213930556
2017-04-13T15:18:12Z,51.0572,-114.114697,-148.94,212.06,81.88,1103.5,-90.25,49.06,1350,1350.89,-167.57,8910,798.61,0,0.04,15.44,1.227558333
2017-04-13T15:18:13Z,51.057202,-114.114498,-151.69,211.88,81.62,1103.62,-87.43,49.9,-450,452.76,3.03,-6480,-3233.28,0,-0.11,15.44,1.241419444
2017-04-13T15:18:14Z,51.057203,-114.114295,-152.81,212.56,81.62,1103.75,-90,51.16,-450,452.9,4.53,0,0.51,0,-0.11,15.38,1.255630556
2017-04-13T15:18:15Z,51.057202,-114.114087,-176.56,212.12,83.38,1103.88,-88.29,52.42,-450,453.04,4.53,0,0.52,0,-0.12,15.38,1.270191667
2017-04-13T15:18:16Z,51.057203,-114.11388,-176.31,212.25,83.62,1103.44,-89.81,52,1575,1575.86,-1.51,7290,4042.14,0,0.03,15.38,1.284636111
2017-04-13T15:18:18Z,51.057198,-114.113475,-176.19,212.44,83.56,1103.06,-87.63,101.92,1350,1353.84,179.7,-810,-799.26,0,0.08,15.31,1.312947222
2017-04-13T15:18:19Z,51.057198,-114.11328,-176.56,212.12,83.81,1102.81,-88.74,49.06,900,901.34,-190.27,-1620,-1629.02,0,0.05,15.31,1.326575
2017-04-13T15:18:20Z,51.057198,-114.113085,-176.75,211.75,83.31,1102,-90.06,49.06,2925,2925.41,0,7290,7286.67,0,0.02,15.31,1.340202778
2017-04-13T15:18:21Z,51.057198,-114.112888,-148.81,212.12,82.88,1102.5,-89.94,49.48,-1800,1800.68,1.51,-17010,-4049.03,0,-0.03,15.25,1.353947222
2017-04-13T15:18:22Z,51.0572,-114.112687,-151.44,212,82.75,1102.88,-89.62,50.74,-1350,1350.95,4.54,1620,-1619.02,0,-0.04,15.25,1.368041667
2017-04-13T15:18:23Z,51.057202,-114.112485,-176.81,212.06,83.12,1103,-88.8,50.74,-450,452.85,0,3240,-3233.17,0,-0.11,15.19,1.382136111
2017-04-13T15:18:24Z,51.057202,-114.112282,-176.81,212,83.69,1102.56,-87.38,51.16,1575,1575.83,1.49,7290,4042.72,0,0.03,15.19,1.396347222
2017-04-13T15:18:26Z,51.057203,-114.111878,-149.44,212.25,82.88,1102.94,-88.4,101.48,-1350,1353.81,181.16,-10530,-799.28,0,-0.08,15.12,1.424536111
2017-04-13T15:18:27Z,51.057205,-114.111673,-149.69,212.19,82.94,1102.69,-87.1,51.58,900,901.48,-179.63,8100,-1628.39,0,0.06,15.12,1.438863889
2017-04-13T15:18:28Z,51.057205,-114.111465,-176.44,212.12,83.31,1102.38,-87.73,52.42,1125,1126.22,3,810,809.08,0,0.05,15.12,1.453425
2017-04-13T15:18:29Z,51.057205,-114.111258,-176.25,212.12,83.31,1102.19,-87.15,52,675,677,-1.51,-1620,-1617.19,0,0.08,15.12,1.467869444
